paperId,title,year,pdf_url,motivation_free_txt,motivations,datasets,emotions
5c112d7afee764a1466755417aa02e11bbec7c9c,Cross-Lingual Cross-Age Adaptation for Low-Resource Elderly Speech Emotion Recognition,2023,https://www.isca-archive.org/interspeech_2023/cahyawijaya23_interspeech.html,"Most studies on speech emotion recognition are centered on young-adult people, mainly originating from English-speaking countries [3, 4, 5, 6]. This demographic bias causes existing commercial emotion recognition systems to inaccurately perceived emotion in the elderly [7]. Despite the fast-growing elderly demographic in many countries [8], only a few studies with a fairly limited amount of data work on emotion recognition for elderly [9, 10, 11], especially from non-English-speaking countries [12].",['Prior work'],"['CREMA-D', 'ElderReact', 'ESD', 'TESS', 'YueMotion', 'CSED', 'IEMOCAP']","['Happy', 'Sad', 'Neutral', 'Disgusted', 'Fearful', 'Angry']"
5e5e5c59b96a37b097f91c9bda3206210a7e7c7c,Integrating Emotion Recognition with Speech Recognition and Speaker Diarisation for Conversations,2023,,"However, most AER systems operate on manually segmented utterances although manual segmentations are not generally available in practical use cases. Besides, automatic speech recognition systems trained on standard speech can give poor recognition performance on emotional speech",['Prior work'],['IEMOCAP'],"['Happy', 'Sad', 'Angry', 'Neutral']"
c2f3c3e07628709184ba7cd247dd226e684155e1,Classifying emotions in speech: a comparison of methods,2001,https://www.isca-archive.org/eurospeech_2001/amir01_eurospeech.html,"Various recent studies have dealt with characterization of
emotional speech and automatic classification of emotional
utterances [1,2,3,4]. ",['Prior work'],"['Douglas-Cowie, 2000']","['Angry', 'Sad', 'Happy', 'Neutral']"
52074194ceeec6a0eb20bea44a96f1372a08aa36,Speech emotion recognition using hidden Markov models,2001,,"Possible applications include from help to psychiatric diagnosis to intelligent toys, and is a subject of recent but rapidly growing interest","['Healthcare (Mental health)', 'Video Games, Toys, Entertainment']",['Interface Database'],"['Surprised', 'Joy', 'Angry', 'Fearful', 'Disgusted', 'Sad', 'Neutral']"
b07871e1607c518c0a99a7711a38456fbb868627,RUSLANA: a database of Russian emotional utterances,2002,https://www.isca-archive.org/icslp_2002/makarova02_icslp.html,"""Ways of expression and recognition of emotions by humans and animals have intrigued researchers for a long time. Charles Darwin published the first monograph devoted to the topic in the nineteenth century [1]. After this milestone work, psychologists have gradually accumulated knowledge in the field offering various descriptions of emotive and affective states (e.g., [2])...We also witness an urge to enrich human-computer interface from point-and-click to sense-and-feel. Lifelike software agents expand in our computerized working space, while our homes are invaded by robotic interactive toys, such as Tiger’s Furbies and Sony’s Aibo, who are supposed to be able to express and understand emotions. A new field of research in AI known as affective computing has recently been identified [3].""","['Video Games, Toys, Entertainment', 'Other']",['RUSLANA'],"['Neutral', 'Surprised', 'Happy', 'Angry', 'Fearful', 'Sad']"
9329ca4c37ef89c521234debe819056baf1a7e28,Emotion recognition by speech signals,2003,https://www.isca-archive.org/eurospeech_2003/kwon03_eurospeech.html,"If an entertainment robot recognize emotion, it could respond to its owner differently according to his/her emotional state. Emotion recognition by speech is one of research fields for emotional human-computer interaction or affective computing [1]","['Video Games, Toys, Entertainment', 'Responsive bots: other HCI systems']","['SUSAS', 'FAU Aibo Emotion Corpus']","['Stressed', 'Angry', 'Boredom', 'Happy', 'Neutral', 'Sad']"
bcd7a3d7e35ead16d51199e61f58ebcb4dab083e,A comparison of classifiers for detecting emotion from speech,2005,http://ieeexplore.ieee.org/document/1415120/,Accurate detection of emotion from speech has clear benefits for the design of more natural human-machine speech interfaces or for the extraction of useful information from large quantities of speech data. It can help design more natural spoken-dialog systems than those currently deployed in call centers or used in tutoring systems. The speaker’s emotion can be exploited by the system’s dialog manager to provide more suitable responses thereby achieving better task completion rates. Emotion detection can also be used to rapidly identify relevant speech or multimedia documents from a large data set.,"['Responsive bots: other HCI systems', 'Other', 'Call center / call screening', 'Education, Tutoring']",['Custom collected for this work'],['Valence or sentiment']
747e4663dfe353e8d9468aa8e72e792d8776fc88,Combining frame and turn-level information for robust recognition of emotions within speech,2007,https://opus.bibliothek.uni-augsburg.de/opus4/files/76717/76717.pdf,"Apart from a few attempts to classify emotions within speech dynamically [1,2], current approaches usually employ static feature vectors",['Prior work'],"['EMO-DB', 'SUSAS']","['Happy', 'Angry', 'Fearful', 'Boredom', 'Disgusted', 'Stressed', 'Neutral']"
b59d14e80dc5cdd126e61ea6146e95f58b14cb46,Support Vector Regression for Automatic Recognition of Spontaneous Emotions in Speech,2007,http://ieeexplore.ieee.org/document/4218293/,"Emotion recognition is important for human-machine interaction applications. For example, it is a key ingredient in the design of humanoid robots [1], where “emotional intelligence” is being increasingly added to artificial intelligence design [2].",['Responsive bots: other HCI systems'],['VAM'],"['Valence or sentiment', 'Dominance', 'Other or Unspecified']"
0279ecc913017e14f78b2b3494fab98344aa150a,Speech emotion recognition via a max-margin framework incorporating a loss function based on the Watson and Tellegen's emotion model,2009,http://ieeexplore.ieee.org/document/4960547/,"""Compared to other modalities, speech signal can be obtained more easily and inexpensively. For this
reason, it has a wider range of HMI applications: a service
robot that responds to the owner’s emotion, a computer game
that controls the game status by game-player’s emotion, and
an audio response system of the call center that automatically
connects the customer to the expert counsellor if the customer
is angry.""","['Call center / call screening', 'Video Games, Toys, Entertainment', 'Responsive bots: other HCI systems']",['EMO-DB'],"['Angry', 'Fearful', 'Disgusted', 'Sad', 'Boredom', 'Neutral', 'Happy']"
9f9e29e4b85b54d0c0dca97eef4d59059508ddd6,Speaker dependent emotion recognition using prosodic supervectors,2009,https://repositorio.uam.es/bitstream/10486/663471/1/speaker_lopez-moreno_Interspeech_2009.pdf,"Emotion recognition from the speech signal is an increasingly interesting task in human-machine interaction, with diverse applications in the speech technologies field such as call centres, intelligent auto-mobile systems, speaker intra-variability compensation or entertainment industry","['Responsive bots: car voice assistants', 'Video Games, Toys, Entertainment', 'Call center / call screening']",['SUSAS'],"['Neutral', 'Stressed']"
bfc50a913dfb3143c9861af55a2d41bdd34e6e70,A dimensional approach to emotion recognition of speech from movies,2009,http://ieeexplore.ieee.org/document/4959521/,"""For example, recognizing affective content of music signals ([3], [4]) can be used in a system, where the users will be able to retrieve musical data with regard to affective content. In a similar way, affective content recognition in video data could be used for retrieving videos that contain specific emotions. In this paper, we emphasize on affective content that can be retrieved from the speech information of movies.""",['Other'],['Custom collected for this work'],"['Valence or sentiment', 'Arousal']"
2d2c8825cbc8e5f9b18001cbe01b80b4edcffd30,Emotion Recognition of Affective Speech Based on Multiple Classifiers Using Acoustic-Prosodic Information and Semantic Labels,2011,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5674019,"""However, the applications of SDSs are still limited to simple informational dialog systems, such as navigation systems and air travel information systems [1], [2]. To enable more complex applications (e.g., home nursing [3], educational/tutoring, and chatting [4]), new capabilities such as affective interaction are needed.""","['Healthcare (Mental health)', 'Education, Tutoring']",['Custom collected for this work'],"['Angry', 'Happy', 'Neutral', 'Sad']"
537ba7a8fb9e97ea77b671e69e6c0d2c93e8dd73,A Preliminary Study on Cross-Databases Emotion Recognition using the Glottal Features in Speech,2012,https://www.isca-archive.org/interspeech_2012/sun12c_interspeech.html,"""While the majority of traditional research in emotional speech recognition has utilized a single database for analysis, it is becoming clear that the lack of sufficiently large databases with varied emotion types is a significant hindrance to the design of a robust emotion classification system.""",['Prior work'],"['EMO-DB', 'EPST', 'EMA']","['Neutral', 'Angry', 'Sad', 'Happy']"
63c52911721fd00916f96dbc132de54bdae6e164,Active learning for dimensional speech emotion recognition,2013,https://www.isca-archive.org/interspeech_2013/han13_interspeech.html,"Dimensional speech emotion recognition (SER) research has
recently gained increasing attention in the SER community",['Prior work'],['includes AVEC 2012'],"['Arousal/Activation', 'Dominance', 'Valence or sentiment', 'Other or Unspecified']"
cc4a7ea983513b965bf68999861018f9c19482e9,Recognition of emotion in a realistic dialogue scenario,2000,https://opus.bibliothek.uni-augsburg.de/opus4/files/67139/i00_1665.pdf,"""In a call-center, such a system should be able to determine in a critical phase of the dialogue if the call should be passed over to a human operator.""",['Call center / call screening'],['Custom collected for this work'],"['Angry', 'Other or Unspecified']"
ecaac39e9242a0587d3d78a7100d5775c371fce0,MFCC Global Features Selection in Improving Speech Emotion Recognition Rate,2016,http://link.springer.com/10.1007/978-3-319-32213-1_13,"""Human emotions can be understood by the intelligent machine, but information will not be successfully delivered correctly if the emotion is mis- interpreted...If the computer is given the ability to identify human emotions in the same way as a human does, communication is bound to be more effective.""",['Responsive bots: other HCI systems'],['EMO-DB'],"['Happy', 'Sad', 'Fearful', 'Angry', 'Disgusted', 'Boredom', 'Neutral']"
46e8d8da8fa7a90b35f354efd429c0aead610e79,Interaction and Transition Model for Speech Emotion Recognition in Dialogue,2017,https://www.isca-archive.org/interspeech_2017/zhang17b_interspeech.html,"In recent years, emotion recognition has become more and more important in the research topic area and focus is being placed on classifying emotion in audio signals [2, 3]. Emotion recognition is seen as critical in Human Computer Interface (HCI) when it comes to applications in the domains of software engineering, website customization, education and gaming, for it helps the machine better understand humans [4]. The aim of this research is speech emotion recognition in human-to-human dialogues.","['Responsive bots: other HCI systems', 'Other', 'Video Games, Toys, Entertainment', 'Education, Tutoring']",['IEMOCAP'],"['Angry', 'Happy', 'Sad', 'Neutral', 'Other or Unspecified']"
7e3c3d7b5cddd207d94986d4b3eb235147d33620,Learning utterance-level representations for speech emotion and age/gender recognition using deep neural networks,2017,http://ieeexplore.ieee.org/document/7953138/,"Speech emotion recognition is becoming more and more important for many applications related to human computer interactions, especially for spoken dialogue systems. With emotion recognition from users' speech, a better user experience can be achieved","['Responsive bots: other HCI systems', 'Responsive bots: voice assistants']",['Custom collected for this work'],"['Neutral', 'Happy', 'Sad', 'Angry']"
fb6efaeb71095655309fdd00eea9b41a1b5723ba,A first look into a Convolutional Neural Network for speech emotion detection,2017,http://ieeexplore.ieee.org/document/7953131/,"""Recognizing the emotions expressed in a speech signal, as well as in other modes, is an hard task. It is characterized by a level of subjectivity in defining and perceiving an emotion, as well as by a lack of a univocal definition of standard descriptors for each specific emotion [1, 2].""",['Prior work'],['Custom collected for this work'],"['Angry', 'Happy', 'Sad']"
3aad0044b5f39342090709e4bb932a164b32c54a,Towards Conditional Adversarial Training for Predicting Emotions from Speech,2018,https://opus.bibliothek.uni-augsburg.de/opus4/files/45055/45055.pdf,Deep learning has shown great potential for Speech Emotion Recognition (SER),['Prior work'],['RECOLA'],"['Arousal/Activation', 'Valence or sentiment']"
460c6277a9ad97b10c161c56aacc25ef71b56832,Exploring Spatio-Temporal Representations by Integrating Attention-based Bidirectional-LSTM-RNNs and FCNs for Speech Emotion Recognition,2018,https://digitalcommons.fairfield.edu/cgi/viewcontent.cgi?article=1182&context=engineering-facultypubs,"Speech emotion recognition, referring to the process of detecting the emotional state of a speaker, has become a very active research topic in the affective computing field and has had a wide range of applications recently. Automatic emotion recognition from speech largely depends on the effectiveness of the speech features used for classification. Due to the subtleties of human emotion, how to extract discriminative and affect-salient features from the speech signals is still one of the important research topics [1, 2].",['Prior work'],"['CHEAVD', 'IEMOCAP']","['Angry', 'Disgusted', 'Happy', 'Sad', 'Surprised', 'Neutral', 'Other or Unspecified']"
518bbd182875fdb921ab41f86d86ec87fd8dc2c3,Speech Emotion Recognition from Variable-Length Inputs with Triplet Loss Function,2018,https://www.isca-archive.org/interspeech_2018/huang18b_interspeech.html,"""Emotion recognition has been attracting increasing attention recently, owing to its essential role in human behavioral signal processing""",['Paralinguistics / behavioral studies'],['IEMOCAP'],"['Angry', 'Happy: Happy + Excited', 'Neutral', 'Sad']"
810d2a659a599572825d62dbabf28d233ce0d8b1,Speech Emotion Recognition Using Spectrogram & Phoneme Embedding,2018,https://www.isca-archive.org/interspeech_2018/yenigalla18_interspeech.html,"A significant segment of natural language processing
problem involves speech or audio input, such as Chatbot
applications for automatic reply or personal assistance, emotion
analysis and classification, voice activated systems etc. For
some of the above tasks speech or audio is converted into texts
at the first step (using Automatic Speech Recognition or ASR
mechanism) followed by classification and other learning
operations based on text data. When an ASR module generates
texts from an audio, it (generated text) becomes speaker
independent. ASR takes care of differences in audio from
different users using probabilistic acoustic and language
models. As a result, robust text processing technologies proved
successful in various applications. Text processing through
deep learning is already an established domain of research [1]-
[2]. Though the state-of-the-art ASR techniques work with high
accuracy, we lose significant information while converting the
audio into text. Specifically, the emotion component present in
the audio signal is missed in the converted text. To address this
issue, speech-based emotion recognition (SER) became a
research of interest in last few decades.",['Prior work'],['IEMOCAP'],"['Neutral', 'Happy', 'Sad', 'Angry']"
270b40579e0154f51d28f1d9b2e3dd6cafe958de,Robust Speech Emotion Recognition Under Different Encoding Conditions,2019,https://opus.bibliothek.uni-augsburg.de/opus4/files/71710/oates19_interspeech.pdf,"""With the rapid rise of speech emotion recognition (SER) research and its imminent advance into industry applications """,['Prior work'],"['EMO-DB', 'RECOLA', 'eNTERFACE', 'Polish Emotional Speech Database']","['Angry', 'Boredom', 'Fearful', 'Joy', 'Neutral', 'Sad', 'Disgusted', 'Happy', 'Surprised', 'Arousal/Activation', 'Valence or sentiment']"
57a1d3042b3485c7c071e6fee087c35c98b11773,Multi-Task Semi-Supervised Adversarial Autoencoding for Speech Emotion Recognition,2019,,"The success of SER will redefine human-computer interactions, enabling, for example, effective service delivery in many sectors. Call centres now track customers’ emotions for better service delivery [2]. Speech based diagnostic systems are being developed for diagnosis of depression [3], distress [4], and monitoring of mood states for bipolar patients [5].","['Healthcare (Mental health)', 'Call center / call screening', 'Responsive bots: other HCI systems']","['IEMOCAP', 'MSP-IMPROV']","['Angry', 'Happy', 'Neutral', 'Sad']"
77f418061bea95cb3ecad1e5287468e1d811538c,Speech Emotion Recognition Using Multi-hop Attention Mechanism,2019,https://arxiv.org/pdf/1904.10788.pdf,"""To enrich the user experience, the system is often required to detect human emotion and produce a response with proper emotional context [1, 2]. The first step in such an HCI involves building a system that recognizes emotion from the speech utterance. A speech emotional system aims to identify audio recording as belonging to one of the categories, like happy, sad, angry or neutral. Beside HCI, the output of emotion recognition engine is beneficial in the paralinguistic area as well""","['Responsive bots: other HCI systems', 'Paralinguistics / behavioral studies']",['IEMOCAP'],"['Happy: Happy + Excited', 'Angry', 'Neutral', 'Sad']"
920f779bef257922d7685244f1a7afc1e4d6ad86,Attention-Enhanced Connectionist Temporal Classification for Discrete Speech Emotion Recognition,2019,https://opus.bibliothek.uni-augsburg.de/opus4/files/66877/1649.pdf,"Automatic speech emotion recognition (SER), which focuses on
the identification of discrete emotion states, can be a challenging task, and relies heavily on the effectiveness of the speech
features for classification. Many works in this field treat the
task as a typical sequence classification problem, in which each
chunk of speech such as an utterance has exactly one label.",['Prior work'],"['IEMOCAP', 'FAU Aibo Emotion Corpus']","['Happy: Happy + Excited', 'Angry', 'Sad', 'Neutral', 'Emphatic', 'Positive', 'Rest']"
a31dd89ac8258b2fc27c82d30dcb5c7beb49dc92,Towards Robust Speech Emotion Recognition Using Deep Residual Networks for Speech Enhancement,2019,https://opus.bibliothek.uni-augsburg.de/opus4/files/71714/triantafyllopoulos19_interspeech.pdf,"Speech enhancement architectures are usually evaluated using some speech quality metric like PESQ [3] or STOI [4], or
focus on improving metrics like word error rate (WER) for ASR [5, 6, 7]. In contrast, we consider the application of these architectures in the field of SER, where additive noise and reverberation have been shown to severely degrade the performance of algorithms [8]",['Prior work'],"['RECOLA', 'EMO-DB', 'eNTERFACE', 'Mozilla Common Voice Audio Set']","['Arousal/Activation', 'Other or Unspecified']"
c4310f6c4c1edd76f1898c560e1a1d2b82f50069,Multi-Modal Learning for Speech Emotion Recognition: An Analysis and Comparison of ASR Outputs with Ground Truth Transcription,2019,https://www.isca-archive.org/interspeech_2019/sahu19_interspeech.html,"It has applications in several fields including building intelligent voice-assistants, psychiatry, analysis of human interaction and other behavioral studies [1].","['Healthcare (Mental health)', 'Paralinguistics / behavioral studies', 'Responsive bots: voice assistants']","['IEMOCAP', 'MSP-IMPROV']","['Angry', 'Happy', 'Neutral', 'Sad']"
eebd7e974f84c49edbee62b1c1c8b2557d254b9e,Unsupervised Low-Rank Representations for Speech Emotion Recognition,2019,https://arxiv.org/pdf/2104.07072.pdf,"""Human-machine interaction is constantly evolving towards the use of more natural interfaces, like speech. Still the key difference between human-human and human-machine communication is the ability of humans to recognize the emotion of their conversation peers and modify their communication strategy based on that.""",['Responsive bots: other HCI systems'],"['EMO-DB', 'IEMOCAP']","['Angry', 'Disgusted', 'Fearful', 'Joy', 'Boredom', 'Sad', 'Neutral', 'Happy']"
6b61a7bcf043306ea8cdfed0a3721a2cf748ecac,Multi-Head Attention for Speech Emotion Recognition with Auxiliary Learning of Gender Recognition,2020,https://ieeexplore.ieee.org/document/9054073/,"Voice assistants are becoming ubiquitous as more and more devices supporting them come into the market. Their traditional focus has been majorly towards understanding the user commands and replying to user queries and hence major efforts went into making them understand the language part of the speech. However, in the recent past, there is a tremendous push to make the devices to become true companions rather than just being assistants. An essential and fundamental requirement for becoming a true companion is the ability to understand human emotions. Emotions often convey deeper and even different meaning compared to what spoken words convey. Emotions are abound in speech, speech content, facial reactions, and body language. Though the task of automatic speech recognition is approaching near human levels, speech emotion recognition (SER) still has a long way to go.","['Responsive bots: voice assistants', 'Social Companion bots', 'Responsive bots: other HCI systems']",['IEMOCAP'],"['Sad', 'Angry', 'Neutral', 'Happy']"
1b4ab3d3b66ff45920bb537cd0109996fd2e30b9,Speech Emotion Recognition Using Semantic Information,2021,https://arxiv.org/pdf/2103.02993.pdf,"Automatic affect recognition is a vital component in human-to human communication affecting our social interaction, perception among others [1]. In order to accomplish a natural interaction between human and machine, intelligent systems need to recognise the emotional state of individuals.",['Responsive bots: other HCI systems'],['SEWA'],"['Arousal/Activation', 'Other or Unspecified', 'Valence or sentiment']"
60ff7e3107836e9aead12006e386ebecb021db9b,A Conditional Cycle Emotion Gan for Cross Corpus Speech Emotion Recognition,2021,https://ieeexplore.ieee.org/document/9383512/,"Speech emotion recognition (SER) is important in enabling personalized services and multimedia applications in our life. It also becomes a prevalent topic of research with its potential in creating a better user experience across many modern technologies.

Rapid progress in deep learning algorithms is key in driving
advancement of technologies for human-centered services,
e.g., vision-based behavior detection [1], sound-based multimedia applications [2], and natural language understanding [3]. As these services become more integrated into our daily
life, the ability to automatically sense emotional states has
become a critical component. For example, speech emotion
recognition (SER) technology has enabled many applications,
such as homecare platforms or devices [4], and intelligent
vehicle assistance [5], to become more ubiquitous and pervasive.","['Responsive bots: other HCI systems', 'Responsive bots: car voice assistants']","['IEMOCAP', 'MSP-IMPROV', 'CIT']","['Arousal/Activation', 'Valence or sentiment']"
7b62461b87c6ba17fa3a185f617ea920316e8550,Efficient Speech Emotion Recognition Using Multi-Scale CNN and Attention,2021,https://arxiv.org/pdf/2106.04133.pdf,"It has been an important sub-task in building an intelligent system in many fields, such as customer support call review and analysis, mental health surveillance, human-machine interaction, etc","['Call center / call screening', 'Healthcare (Mental health)', 'Responsive bots: other HCI systems']",['IEMOCAP'],"['Angry', 'Sad', 'Neutral', 'Happy: Happy + Excited']"
2d7b4ebbb7b8cdc172b92b9f42e4e158dc2306a0,Multiple Enhancements to LSTM for Learning Emotion-Salient Features in Speech Emotion Recognition,2022,https://www.isca-archive.org/interspeech_2022/hu22e_interspeech.html,"Speech is the most convenient and efficient way of human communication, and the emotion information contained in speech plays a vital role in communication. Enabling machines to speak, think, and feel like humans has long been pursued in the field of artificial intelligence. The research of SER will promote the realization of this goal",['Responsive bots: other HCI systems'],['IEMOCAP'],"['Neutral', 'Angry', 'Happy', 'Sad']"
4b0ed13a47edca1feef8616c0ab9feca28ec27a2,SpeechEQ: Speech Emotion Recognition based on Multi-scale Unified Datasets and Multitask Learning,2022,http://arxiv.org/pdf/2206.13101.pdf,"Speech is an important carrier of emotion and the easiest way to record information completely. Modern people usually communicate by phone or through APPs. Unfortunately, existing technologies lack standards for speech emotion information. If designed a unified SER framework that automatically recognizes the human emotional state categories (ESC), such as happy, sad, anger, and its emotional intensity scales (EIS) expressed in natural speech, the intelligence systems can better perceive human thoughts and have better interactivity.",['Responsive bots: other HCI systems'],['Custom collected for this work'],['Other or Unspecified']
52b8fdda324448f8523ae8c5d77593501a52a3f9,Semi-FedSER: Semi-supervised Learning for Speech Emotion Recognition On Federated Learning using Multiview Pseudo-Labeling,2022,https://arxiv.org/pdf/2203.08810.pdf,"""Speech emotion recognition (SER) has gained enormous interest in many diverse applications such as smart virtual assistants [1], medical diagnoses [2, 3], and education [4].""","['Other', 'Healthcare (Mental health)', 'Responsive bots: voice assistants', 'Education, Tutoring']","['IEMOCAP', 'MSP-IMPROV']","['Happy', 'Neutral', 'Angry', 'Other or Unspecified']"
5653e9bf7ddd49f5e713e913769a1aaa7ff6cbf6,GM-TCNet: Gated Multi-scale Temporal Convolutional Network using Emotion Causality for Speech Emotion Recognition,2022,,"For HCI applications, the identification of these factors behind the speech signals, especially the emotion, can enhance the understanding of the user’s intent and improve the experience during the interaction.",['Responsive bots: other HCI systems'],"['CASIA', 'EMO-DB', 'RAV', 'SAVEE']","['Angry', 'Boredom', 'Calm', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
7d01ea8d989ecd8c0b3107a97740d6e02cb1e75b,Multi-View Speech Emotion Recognition Via Collective Relation Construction,2022,https://ieeexplore.ieee.org/document/9645304/,"Affective interaction is the high-level featured function of human-machine interaction. Affective computing, a fundamental technique of affective interaction, has been established as an emerging research field to deal with the automatic perception, recognition, and understanding of human emotions from different biological characteristics, such as facial expression, speech, physiological signals and body gestures [1]. Among them, speech is the dominant form of communication and is also recognized as one of the most effective ways to convey emotions clearer and faster than other modalities. In recent years, a wealth of research has been devoted to automatically recognize emotions from human speech [2]. However, the complicated emotion always requires comprehensive understanding of speech from multiple perspectives, and it is pertinent to develop efficient emotion recognition systems on multi-view speech to enhance the capabilities of affective interaction.",['Responsive bots: other HCI systems'],"['IEMOCAP', 'EMO-DB']","['Angry', 'Sad', 'Neutral', 'Boredom', 'Fearful', 'Disgusted', 'Happy: Happy + Excited']"
a36e2ef5afe23ff56ddc40ce8c84aa6371a503f9,Improving Speech Emotion Recognition Using Self-Supervised Learning with Domain-Specific Audiovisual Tasks,2022,https://www.isca-archive.org/interspeech_2022/goncalves22_interspeech.html,"Human communication relies on many signals to effectively transmit a message with the intended semantic content, intended emphasis, and emotional content. We use multimodal cues to convey expressive information during daily interactions, including acoustic, visual and other sensory modalities [1]. Therefore, we expect that combining and leveraging the relationship across different multimodal cues can help us in generating meaningful representations for robust emotion recognition.",['Prior work'],"['CREMA-D', 'MSP-Face']","['Happy', 'Fearful', 'Disgusted', 'Angry', 'Sad', 'Neutral']"
33e1e484ff561bbfa539a3713b95cd540787dd9a,Fusion-based speech emotion classification using two-stage feature selection,2023,https://linkinghub.elsevier.com/retrieve/pii/S0167639323000894,"Speech emotion classification plays an important role in human– computer interaction, which has been widely used for various applications including robot interfaces, audio surveillance, web-based E-learning, call centers, carboard systems, computer games (Kerkeni et al., 2019).","['Responsive bots: other HCI systems', 'Other', 'Call center / call screening', 'Video Games, Toys, Entertainment', 'Responsive bots: car voice assistants', 'Education, Tutoring']","['RAV', 'EMO-DB', 'SAVEE', 'EMOVO']","['Angry', 'Boredom', 'Fearful', 'Disgusted', 'Joy', 'Sad', 'Neutral', 'Happy', 'Surprised']"
4f312d02c6450d36c8eb3e0991e6363693aab802,DST: Deformable Speech Transformer for Emotion Recognition,2023,https://arxiv.org/pdf/2302.13729.pdf,"Emotion is one of the most essential characteristics that distinguishes humans from robots [1] and speech is the most basic tool for daily communication [2]. Therefore, analyzing emotion states through speech signals is a continuing concern for the research community.",['Paralinguistics / behavioral studies'],"['IEMOCAP', 'MELD']","['Happy: Happy + Excited', 'Angry', 'Sad', 'Neutral', 'Other or Unspecified']"
565b42dcb2b1f38019a0bab78e13d2e1e55497aa,Leveraging Semantic Information for Efficient Self-Supervised Emotion Recognition with Audio-Textual Distilled Models,2023,https://arxiv.org/pdf/2305.19184.pdf,"""Speech signals carry rich information on an individual’s emotional states, expressed through both paralinguistic and semantic cues.""",['Paralinguistics / behavioral studies'],['MSP-Podcasts'],"['Dominance', 'Arousal/Activation', 'Valence or sentiment']"
60bd26b2b926bcc9817506dff9895540a7b0a856,On the Efficacy and Noise-Robustness of Jointly Learned Speech Emotion and Automatic Speech Recognition,2023,http://arxiv.org/pdf/2305.12540.pdf,"""Nowadays, modern AI-based conversational agents employing ASR are also equipped with emotional awareness using SER to improve the overall user experience. These agents are indispensable in real-world applications such as call centers, automotive voice assistants, and voice-enabled home automation systems.""","['Responsive bots: other HCI systems', 'Responsive bots: car voice assistants', 'Call center / call screening']",['IEMOCAP'],"['Angry', 'Happy', 'Sad', 'Neutral']"
6a0fe607abbd8ec2c474d460b835a9f5ee33d248,Investigating salient representations and label Variance in Dimensional Speech Emotion Analysis,2023,https://arxiv.org/pdf/2312.16180,"""Real-time speech-emotion models can help to improve human-computer interaction experiences, such as voice
assistants [1, 2] and facilitate health/wellness applications such as health diagnoses [3, 4].""","['Responsive bots: voice assistants', 'Responsive bots: other HCI systems', 'Healthcare (Mental health)']",['MSP-Podcasts'],"['Dominance', 'Valence or sentiment']"
c40e3331d374cf18e96878fafe6477b5030519aa,ASR and Emotional Speech: A Word-Level Investigation of the Mutual Impact of Speech and Emotion Recognition,2023,http://arxiv.org/pdf/2305.16065.pdf,"Speech Emotion Recognition (SER) has rapidly developed over the past two decades, and the research on the corpora, features, algorithms, and training models has boomed [1]. ...Although some researchers have also attempted to translate this approach into the wild, e.g., in-car voice systems [4], it is still rare to see SER applications in our daily lives. One of the major reasons is that the majority of SER research uses human annotation, i.e., gold-standard manual transcripts. In contrast, even for the ‘lab’ emotion corpora (e.g., IEMOCAP), transcripts from a state-of-the-art Automatic Speech Recognition (ASR) system can result in Word Error Rates (WERs) higher than 35%, depending on the emotion label [5]. This means that very few of the findings obtained in the lab can be replicated in the wild.","['Prior work', 'Responsive bots: car voice assistants']","['IEMOCAP', 'MELD', 'CMU-MOSI']","['Angry', 'Happy: Happy + Excited', 'Neutral', 'Valence or sentiment', 'Disgusted', 'Fearful', 'Sad', 'Surprised', 'Joy']"
d6d2f6d901e83a2699b317b9a54c79658a1d064d,A Dual Attention-based Modality-Collaborative Fusion Network for Emotion Recognition,2023,https://www.isca-archive.org/interspeech_2023/zhang23g_interspeech.html,"""Emotion plays a crucial role in our daily communication and emotion recognition finds applications in different domains like customer services [1], social robots and dialogue systems. In recent years, multimodal emotion recognition (MER) has attracted increasing attention.""","['Responsive bots: voice assistants', 'Social Companion bots']","['IEMOCAP', 'MELD']","['Happy: Happy + Excited', 'Angry', 'Neutral', 'Sad', 'Joy', 'Disgusted', 'Fearful', 'Surprised']"
35542e70c1abca996222e3ccf58e25534c6a64fe,Two-stage Finetuning of Wav2vec 2.0 for Speech Emotion Recognition with ASR and Gender Pretraining,2023,https://www.isca-archive.org/interspeech_2023/gao23d_interspeech.html,"""Understanding the emotional state from speech is crucial for
conversational robots and intelligent devices to generate empathetic responses to the user [1]""
",['Responsive bots: other HCI systems'],['IEMOCAP'],"['Angry', 'Neutral', 'Sad', 'Happy: Happy + Excited']"
2bb70628107ab32705b5c8e891a8c3bc75d80930,Parameter Efficient Finetuning for Speech Emotion Recognition and Domain Adaptation,2024,https://ieeexplore.ieee.org/ielx7/10445798/10445803/10446272.pdf,"Emotion is a complex process influencing human interaction and cognitive processes [1, 2]. Speech emotion recognition (SER) enables systems to perceive and respond to emotional cues in spoken language and plays a crucial role in human-computer interaction.",['Responsive bots: other HCI systems'],['IEMOCAP'],"['Happy: Happy + Excited', 'Sad', 'Angry', 'Neutral', 'Other or Unspecified']"
