quote_id,section,labels,quotation,title,url
1036,introduction,['Understanding (for researchers)'],"We conclude with a sketch of the ethical territory that must be mapped out in order to understand our responsibilities as researchers when studying fake news, and the potential negative implications of releasing models (Hecht et al., 2018; Zellers, 2019; Solaiman et al., 2019). ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1038,introduction,['Concreteness'],We believe our proposed framework and accompanying models provide a concrete initial proposal for an evolving conversation about ML-based disinformation threats and how they can be countered,Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1040,conclusion,['Applies to real world'],Our sketch of what these threats might look like – a controllable language model named Grover – suggests that these threats are real and dangerous. ,Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1041,conclusion,['Deferral to humans'],"Grover can rewrite propaganda articles, with humans rating the rewritten versions as more trustworthy. At the same time, there are defenses to these models – notably, in the form of Grover itself. ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1043,conclusion,['Easy to implement'],"The Era of Neural Disinformation. Though training Grover was challenging, it is easily achievable by real-world adversaries today. ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1044,conclusion,['Parallelizability / distributed'],Obtaining the data required through Common Crawl cost $10k in AWS credits and can be massively parallelized over many CPUs. ,Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1045,conclusion,['Low cost'],"Training Grover-Mega is relatively inexpensive: at a cost of $0.30 per TPU v3 core-hour and two weeks of training, the total cost is $25k. ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1047,conclusion,['Effectiveness'],"Release of generators is critical. At first, it would seem like keeping models like Grover private would make us safer. However, Grover serves as an e↵ective detector of neural fake news, even when the generator is much larger (Section 5). ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1049,conclusion,['Progress'],"Future of progress in generation. Models like BERT are strong discriminators for many NLP tasks, but they are not as good at detecting Grover’s generations as left-to-right models like Grover, even after domain adaptation. ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1050,conclusion,['Progress'],"One hypothesis is that the artifacts shown in Section 6 are most visible to a left-to-right discriminator. This also suggests that recent progress on generating text in any order (Gu et al., 2019; Stern et al., 2019; Ghazvininejad et al., 2019) may lead to models that evade a Grover discriminator. ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1051,conclusion,['Performance'],"Likewise, models that are trained conditioned on their own predictions might avoid exposure bias, however, these objectives often lead to low performance on language tasks (Caccia et al., 2018). One additional possibility is the use of Adversarial Filtering (Zellers et al., 2018; 2019b) to oversample and then select a subset of generations. ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1052,conclusion,['Identifying limitations'],"However, we found this didn’t work well for very long sequences (up to 1024 BPE tokens), possibly as these are far from the ‘Goldilocks Zone’ wherein discrimination is hard for machines.",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1058,conclusion,"['Effectiveness', 'Parallelizability / distributed']","Future of progress in discrimination. Our discriminators are e↵ective, but they primarily leverage distributional features rather than evidence. ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1059,conclusion,['Deferral to humans'],"In contrast, humans assess whether an article is truthful by relying on a model of the world, assessing whether the evidence in the article matches that model. ",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1060,conclusion,"['Progress', 'Scales up']","Future work should investigate integrating knowledge into the discriminator (e.g. for claim verification in FEVER; Thorne et al., 2018). An open question is to scale progress in this task towards entire news articles, and without paired evidence (similar to open-domain QA; Chen et al., 2017).",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1063,conclusion,['Deferral to humans'],"However, humans must still be in the loop due to dangers of flagging real news as machine-generated, and possible unwanted social biases of these models.",Defending Against Neural Fake News,http://papers.nips.cc/paper/9106-defending-against-neural-fake-news
1064,abstract,['Building on classic work'],"We build new test sets for the CIFAR-10 and ImageNet datasets. Both benchmarks have been the focus of intense research for almost a decade, raising the danger of overfitting to excessively re-used test sets.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1065,abstract,['Generalization'],"By closely following the original dataset creation processes, we test to what extent current classification models generalize to new data.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1066,abstract,['Accuracy'],We evaluate a broad range of models and find accuracy drops of 3% – 15% on CIFAR-10 and 11% – 14% on ImageNet,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1067,abstract,['Accuracy'],"However, accuracy gains on the original test sets translate to larger gains on the new test sets.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1068,abstract,"['Generalization', 'Accuracy']","Our results suggest that the accuracy drops are not caused by adaptivity, but by the models’ inability to generalize to slightly “harder” images than those found in the original test sets. ",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1069,introduction,['Generalization'],The overarching goal of machine learning is to produce models that generalize.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1070,introduction,"['Generalization', 'Performance']",We usually quantify generalization by measuring the performance of a model on a held-out test set.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1071,introduction,['Performance'],What does good performance on the test set then imply?,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1072,introduction,['Performance'],"At the very least, one would hope that the model also performs well on a new test set assembled from the same data source by following the same data cleaning protocol.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1073,introduction,['Reproducibility'],"In this paper, we realize this thought experiment by replicating the dataset creation process for two prominent benchmarks, CIFAR-10 and ImageNet",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1074,introduction,['Accuracy'],"In contrast to the ideal outcome, we find that a wide range of classification models fail to reach their original accuracy scores.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1075,introduction,['Accuracy'],The accuracy drops range from 3% to 15% on CIFAR-10 and 11% to 14% on ImageNet.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1076,introduction,"['Approximation', 'Accuracy']","On ImageNet, the accuracy loss amounts to approximately five years of progress in a highly active period of machine learning research.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1078,introduction,['Quantitative evidence (e.g. experiments)'],"However, our experiments show that the relative order of models is almost exactly preserved on our new test sets:",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1079,introduction,['Accuracy'],the models with highest accuracy on the original test sets are still the models with highest accuracy on the new test sets.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1080,introduction,['Accuracy'],"Moreover, there are no diminishing returns in accuracy",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1081,introduction,"['Accuracy', 'Improvement']","In fact, every percentage point of accuracy improvement on the original test set",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1082,introduction,['Improvement'],test set translates to a larger improvement on our new test sets.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1083,introduction,['Accuracy'],"So although later models could have been adapted more to the test set, they see smaller drops in accuracy.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1084,introduction,"['Quantitative evidence (e.g. experiments)', 'Effectiveness', 'Improvement']",These results provide evidence that exhaustive test set evaluations are an effective way to improve image classification models.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1085,introduction,['Accuracy'],Adaptivity is therefore an unlikely explanation for the accuracy drops.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1087,introduction,"['Approximation', 'Exactness', 'Accuracy']",We demonstrate that it is possible to recover the original ImageNet accuracies almost exactly if we only include the easiest images from our candidate pool.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1088,introduction,['Accuracy'],This suggests that the accuracy scores of even the best image classifiers are still highly sensitive to minutiae of the data cleaning process. ,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1089,introduction,"['Generalization', 'Quantitative evidence (e.g. experiments)', 'Reproducibility']","This brittleness puts claims about human-level performance into context [20, 31, 48]. It also shows that current classifiers still do not generalize reliably even in the benign environment of a carefully controlled reproducibility experiment.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1090,introduction,['Quantitative evidence (e.g. experiments)'],"Figure 1 shows the main result of our experiment. Before we describe our methodology in Section 3, the next section provides relevant background. To enable future research, we release both our new test sets and the corresponding code.1
",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1091,introduction,['Reproducibility'],Ideal reproducibility,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1092,introduction,['Accuracy'],Model accuracy,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1093,introduction,['Accuracy'],Figure 1: Model accuracy on the original test sets vs. our new test sets. Each data point corresponds to one model in our testbed (shown with 95% Clopper-Pearson confidence intervals). The plots reveal two main phenomena:,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1094,introduction,['Accuracy'],(i) There is a significant drop in accuracy from the original to the new test sets,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1095,introduction,['Accuracy'],(ii) The model accuracies closely follow a linear function with slope greater than 1 (1:7 for CIFAR-10 and 1:1 for ImageNet,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1096,introduction,['Progress'],This means that every percentage point of progress on the original test set translates into more than one percentage point on the new test set.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1100,conclusion,['Performance'],"In order to use machine learning in these areas responsibly, it is important that we can both train models with sufficient generalization abilities, and also reliably measure their performance.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1102,conclusion,"['Quantitative evidence (e.g. experiments)', 'Promising']","Our experiments are only one step in addressing this reliability challenge. There are multiple promising avenues for future work:
",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1103,conclusion,"['Quantitative evidence (e.g. experiments)', 'Understanding (for researchers)']","Understanding Adaptive Overfitting. In contrast to conventional wisdom, our experiments show that there are no diminishing returns associated with test set re-use on CIFAR-10 and ImageNet.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1104,conclusion,['Understanding (for researchers)'],A more nuanced understanding of this phenomenon will require studying whether other machine learning problems are also resilient to adaptive overfitting.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1105,conclusion,"['Quantitative evidence (e.g. experiments)', 'Reproducibility']","For instance, one direction would be to conduct similar reproducibility experiments on tasks in natural language processing, or to analyze data from competition platforms such as Kaggle and CodaLab.7
",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1106,conclusion,"['Quantitative evidence (e.g. experiments)', 'Performance', 'Learning from humans']",Characterizing the Distribution Gap. Why do the classification models in our testbed perform worse on the new test sets? The selection frequency experiments in Section 4 suggest that images selected less frequently by the MTurk workers are harder for the models.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1108,conclusion,['Robustness'],Learning More Robust Models.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1109,conclusion,['Robustness'],An overarching goal is to make classification models more robust to small variations in the data.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1110,conclusion,['Accuracy'],"If the change from the original to our new test sets can be characterized accurately, ",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1111,conclusion,"['Robustness', 'Accuracy']",techniques such as data augmentation or robust optimization may be able to close some of the accuracy gap.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1113,conclusion,['Accuracy'],Measuring Human Accuracy. One interesting question is whether our new test sets are also harder for humans,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1114,conclusion,"['Quantitative evidence (e.g. experiments)', 'Accuracy']","As a first step in this direction, our human accuracy experiment on CIFAR10 (see Appendix B.2.5) shows that average human performance is not affected significantly by the distribution shift between the original and new images that are most difficult for the models.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1116,conclusion,"['Quantitative evidence (e.g. experiments)', 'Accuracy', 'Building on classic work', 'Understanding (for researchers)']",But a more comprehensive understanding of the human baseline will require additional human accuracy experiments on both CIFAR-10 and ImageNet. ,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1117,conclusion,['Performance'],Building Further Test Sets. The dominant paradigm in machine learning is to evaluate the performance of a classification model on a single test set per benchmark,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1118,conclusion,['Quantitative evidence (e.g. experiments)'],Our results suggest that this is not comprehensive enough to characterize the reliability of current models.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1119,conclusion,"['Generalization', 'Accuracy']","To understand their generalization abilities more accurately, new test data from various sources may be needed.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1120,conclusion,['Accuracy'],One intriguing question here is whether accuracy on other test sets will also follow,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1121,conclusion,['Accuracy'],linear function of the original test accuracy.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1123,conclusion,['Reproducibility'],Code release. It is hard to fully document the dataset creation process in a paper because it involves a long list of design choices. Hence it would be beneficial for reproducibility efforts if future dataset papers released not only the data but also all code used to create the datasets.,Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1126,conclusion,"['Qualitative evidence (e.g. examples)', 'Accuracy']","“Super hold-out”. Having access to data from the original CIFAR-10 and ImageNet data collection could have clarified the cause of the accuracy drops in our experiments. By keeping an additional test set hidden for multiple years, future benchmarks could explicitly test for adaptive overfitting after a certain time period.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1129,conclusion,['Performance'],"Moreover, the large number of classes causes difficulties when characterizing human performance.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1134,conclusion,"['Accuracy', 'State-of-the-art']","Both datasets were assembled in the late 2000s for an accuracy regime that is very different from the state-of-the-art now. Over the past decade, especially ImageNet has successfully guided the field to increasingly better models, thereby clearly demonstrating the immense value of
this dataset. ",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1135,conclusion,['Accuracy'],"But as models have increased in accuracy and our reliability expectations have grown accordingly, it is now time to revisit how we create and utilize datasets in machine learning.",Do ImageNet Classifiers Generalize to ImageNet?,http://people.csail.mit.edu/ludwigs/papers/imagenet.pdf
1136,abstract,"['Large scale', 'Promising', 'Data efficiency']","The promise of unsupervised learning methods lies in their potential to use vast amounts of unlabeled data to learn complex, highly nonlinear models with millions of free parameters. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1137,abstract,"['Building on recent work', 'Used in practice/Popular']","We consider two well-known unsupervised learning models, deep belief networks (DBNs) and sparse coding, that have recently been applied to a flurry of machine learning applications (Hinton & Salakhutdinov, 2006; Raina et al., 2007). ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1138,abstract,['Large scale'],"Unfortunately, current learning algorithms for both models are too slow for large-scale applications, forcing researchers to focus on smaller-scale models, or to use fewer training examples. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1139,abstract,"['Large scale', 'Parallelizability / distributed']","In this paper, we suggest massively parallel methods to help resolve these problems. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1141,abstract,"['Large scale', 'Generality', 'Parallelizability / distributed']",We develop general principles for massively parallelizing unsupervised learning tasks using graphics processors. ,Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1142,abstract,"['Successful', 'Scales up']",We show that these principles can be applied to successfully scaling up learning algorithms for both DBNs and sparse coding. ,Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1143,abstract,"['Large scale', 'Fast']",Our implementation of DBN learning is up to 70 times faster than a dual-core CPU implementation for large models. ,Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1144,abstract,"['Qualitative evidence (e.g. examples)', 'Reduced training time', 'Fast']","For example, we are able to reduce the time required to learn a four-layer DBN with 100 million free parameters from several weeks to around a single day. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1145,abstract,"['Simplicity', 'Parallelizability / distributed', 'Fast']","For sparse coding, we develop a simple, inherently parallel algorithm, that leads to a 5 to 15-fold speedup over previous methods.",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1146,introduction,['Building on classic work'],"We consider two well-known unsupervised learning models, deep belief networks (DBNs) and sparse coding, that can learn hierarchical representations of their input (Olshausen & Field, 1996; Hinton & Salakhutdinov, 2006). ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1147,introduction,"['Efficiency', 'Applies to real world']","With the invention of increasingly efficient learning algorithms over the past decade, these models have been applied to a number of machine learning applications, including computer vision, text modeling and collaborative filtering, among others. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1149,introduction,"['Large scale', 'Label efficiency (reduced need for labeled data)']","When applied to images, these models can easily have tens of millions of free parameters, and ideally, we would want to use millions of unlabeled training examples to richly cover the input space. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1151,introduction,['Generality'],"Partly due to such daunting computational requirements, typical applications of DBNs and sparse coding considered in the literature generally contain many fewer free parameters (e.g., see Table 1), or are trained on a fraction of the available input examples.",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1152,introduction,"['Large scale', 'Identifying limitations']","In our view, if the goal is to deploy better machine learning applications, the difficulty of learning large models is a severe limitation. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1153,introduction,"['Simplicity', 'Qualitative evidence (e.g. examples)', 'Large scale', 'Performance', 'Building on classic work']","To take a specific case study, for two widely-studied statistical learning tasks in natural language processing—language modeling and spelling correction—it has been shown that simple, classical models can outperform newer, more complex models, just because the simple models can be tractably learnt using orders of magnitude more input data (Banko & Brill, 2001; Brants et al., 2007).",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1154,introduction,"['Performance', 'Data efficiency', 'Scales up']","Analogously, in our view, scaling up existing DBN and sparse coding models to use more parameters, or more training data, might produce very significant performance benefits. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1155,introduction,['Large scale'],"For example, it has been shown that sparse coding exhibits a qualitatively different and highly selective behavior called “end-stopping” when the model is large, but not otherwise (Lee et al., 2006). ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1156,introduction,"['Unifying ideas or integrating components', 'Scales up']","There has been a lot of recent work on scaling up DBN and sparse coding algorithms, sometimes with entire research papers devoted to ingenious methods devised specifically for each of these models (Hinton et al., 2006; Bengio et al., 2006; Murray & Kreutz-Delgado, 2006; Lee et al., 2006; Kavukcuoglu et al., 2008).",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1157,introduction,['Fast'],"Meanwhile, the raw clock speed of single CPUs has begun to hit a hardware power limit, and most of the growth in processing power is increasingly obtained by throwing together multiple CPU cores, instead of speeding up a single core (Gelsinger, 2001; Frank, 2002). ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1158,introduction,"['Performance', 'Building on recent work', 'Used in practice/Popular', 'Easy to implement', 'Parallelizability / distributed']","Recent work has shown that several popular learning algorithms such as logistic regression, linear SVMs and others can be easily implemented in parallel on multicore architectures, by having each core perform the required computations for a subset of input examples, and then combining the results centrally (Dean & Ghemawat, 2004; Chu et al., 2006). ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1160,introduction,"['Large scale', 'Parallelizability / distributed']","This makes the updates hard to massively parallelize at a coarse, dataparallel level (e.g., by computing the updates in parallel and summing them together centrally) without losing the critical stochastic nature of the updates. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1161,introduction,"['Successful', 'Parallelizability / distributed']",It appears that fine-grained parallelism might be needed to successfully parallelize these tasks.,Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1162,introduction,['Large scale'],"In this paper, we exploit the power of modern graphics processors (GPUs) to tractably learn large DBN and sparse coding models. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1163,introduction,['Memory efficiency'],"The typical graphics card shipped with current desktops contains over a hundred processing cores, and has a peak memory bandwidth several times higher than modern CPUs. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1165,introduction,"['Generality', 'Parallelizability / distributed']",Such finegrained parallelism makes GPUs increasingly attractive for general-purpose computation that is hard to parallelize on other distributed architectures. ,Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1166,introduction,['Parallelizability / distributed'],"There is of course a tradeoff—this parallelism is obtained by devoting many more transistors to data processing, rather than to caching and control flow, as in a regular CPU core. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1167,introduction,['Efficiency'],This puts constraints on the types of instructions and memory accesses that can be efficiently implemented. ,Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1168,introduction,['Successful'],"Thus, the main challenge in successfully applying GPUs to a machine learning task is to redesign the learning algorithms to meet these constraints as far as possible. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1169,introduction,['Successful'],"While a thorough introduction to graphics processor architecture is beyond the scope of this paper, we now review the basic ideas behind successful computation with GPUs.",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1170,discussion,['Parallelizability / distributed'],Graphics processors are able to exploit finer-grained parallelism than current multicore architectures or distributed clusters. ,Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1171,discussion,['Large scale'],"They are designed to maintain thousands of active threads at any time, and to schedule the threads on hundreds of cores with very low scheduling overhead. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1172,discussion,"['Successful', 'Building on classic work', 'Parallelizability / distributed']","The map-reduce framework (Dean & Ghemawat, 2004) has been successfully applied to parallelize a class of machine learning algorithms (Chu et al., 2006). ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1173,discussion,['Parallelizability / distributed'],"However, that method relies exclusively on data parallelism—each core might work independently on a different set of input examples—with no further subdivision of work.",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1174,discussion,"['Simplicity', 'Parallelizability / distributed', 'Powerful']","In contrast, the two-level parallelism offered by GPUs is much more powerful: the top-level GPU blocks can already exploit data parallelism, and GPU threads can further subdivide the work in each block, often working with just a single element of an input example. ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1175,discussion,['Applies to real world'],"GPUs have been applied to certain problems in machine learning, including SVMs (Catanzaro et al., 2008), and supervised learning in convolutional networks (Chellapilla et al., 2006). ",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1176,discussion,['Facilitating use (e.g. sharing code)'],"To continue this line of work, and to encourage further applications of deep belief networks and sparse coding, we will make our source code publicly available.",Large-scale deep unsupervised learning using graphics processors,https://dl.acm.org/doi/abs/10.1145/1553374.1553486
1178,abstract,['Identifying limitations'],"However, these methods typically suffer from two major challenges: very high sample complexity and brittle convergence properties, which necessitate meticulous hyperparameter tuning. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1179,abstract,['Applies to real world'],"Both of these challenges severely limit the applicability of such methods to complex, real-world domains. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1182,abstract,['Successful'],"That is, to succeed at the task while acting as randomly as possible. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1183,abstract,['Formal description/analysis'],Prior deep RL methods based on this framework have been formulated as Q-learning methods. ,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
